COD_BASE,COD_VER_EXEC,COD_CUBE,DATA_EXEC,CUBE_START_TIME,CUBE_END_TIME,SELECT_TIME,WRITE_TIME,TOTAL_TIME,TUPLAS_GRAVADAS,VALORES_GRAVADOS,REGISTROS_SELECIONADOS
2,19,0000,2024-03-15 00:00,2025-02-05 03:40:00,2025-02-05 03:42:50,99.91,66.60,166.51,1237390,12373900,19648023
2,20,0001,2024-03-19 00:00,2025-02-05 03:42:51,2025-02-05 03:43:05,7.84,5.23,13.07,40912,409120,6561985
2,20,0002,2024-03-19 00:00,2025-02-05 03:43:05,2025-02-05 03:43:56,29.85,19.90,49.75,339694,3396940,6561985
2,20,0003,2024-03-19 00:00,2025-02-05 03:43:56,2025-02-05 03:46:01,74.17,49.45,123.62,856266,8562660,6561985
2,20,0000,2024-03-19 00:00,2025-02-05 03:42:51,2025-02-05 03:46:01,111.86,74.58,186.44,1236872,12368720,19685955
2,21,0001,2024-03-23 00:00,2025-02-05 03:46:03,2025-02-05 03:46:19,8.70,5.80,14.50,40905,409050,6574629
2,21,0002,2024-03-23 00:00,2025-02-05 03:46:19,2025-02-05 03:47:04,26.43,17.62,44.05,339578,3395780,6574629
2,21,0003,2024-03-23 00:00,2025-02-05 03:47:04,2025-02-05 03:49:13,76.80,51.20,128.01,855862,8558620,6574629
2,21,0000,2024-03-23 00:00,2025-02-05 03:46:03,2025-02-05 03:49:13,111.93,74.62,186.56,1236345,12363450,19723887
3,1,0001,2024-01-03 00:00,2025-02-05 03:49:14,2025-02-05 03:49:31,8.95,5.97,14.92,41133,411330,6321759
3,1,0002,2024-01-03 00:00,2025-02-05 03:49:31,2025-02-05 03:49:58,15.57,10.38,25.95,341679,3416790,6321759
3,1,0003,2024-01-03 00:00,2025-02-05 03:49:58,2025-02-05 03:50:48,29.36,19.57,48.93,864233,8642330,6321759
3,1,0000,2024-01-03 00:00,2025-02-05 03:49:14,2025-02-05 03:50:48,53.88,35.92,89.80,1247045,12470450,18965277
3,2,0001,2024-01-07 00:00,2025-02-05 03:50:49,2025-02-05 03:51:04,8.59,5.73,14.32,41128,411280,6334403
3,2,0002,2024-01-07 00:00,2025-02-05 03:51:04,2025-02-05 03:51:32,15.85,10.56,26.41,341557,3415570,6334403
3,2,0003,2024-01-07 00:00,2025-02-05 03:51:32,2025-02-05 03:52:26,31.98,21.32,53.30,863826,8638260,6334403
3,2,0000,2024-01-07 00:00,2025-02-05 03:50:49,2025-02-05 03:52:26,56.42,37.61,94.03,1246511,12465110,19003209
3,3,0001,2024-01-11 00:00,2025-02-05 03:52:27,2025-02-05 03:52:43,9.04,6.02,15.06,41121,411210,6347047
3,3,0002,2024-01-11 00:00,2025-02-05 03:52:43,2025-02-05 03:53:11,16.25,10.83,27.09,341438,3414380,6347047
3,3,0003,2024-01-11 00:00,2025-02-05 03:53:12,2025-02-05 03:54:17,38.39,25.60,63.99,863408,8634080,6347047
3,3,0000,2024-01-11 00:00,2025-02-05 03:52:27,2025-02-05 03:54:17,63.68,42.45,106.14,1245967,12459670,19041141
3,4,0001,2024-01-15 00:00,2025-02-05 03:54:18,2025-02-05 03:54:34,8.84,5.89,14.74,41112,411120,6359691
3,4,0002,2024-01-15 00:00,2025-02-05 03:54:34,2025-02-05 03:55:02,16.54,11.03,27.57,341320,3413200,6359691
3,4,0003,2024-01-15 00:00,2025-02-05 03:55:03,2025-02-05 03:56:15,43.01,28.67,71.68,863013,8630130,6359691
3,4,0000,2024-01-15 00:00,2025-02-05 03:54:18,2025-02-05 03:56:15,68.39,45.60,113.99,1245445,12454450,19079073
3,5,0001,2024-01-19 00:00,2025-02-05 03:56:16,2025-02-05 03:56:32,8.91,5.94,14.85,41109,411090,6372335
3,5,0002,2024-01-19 00:00,2025-02-05 03:56:32,2025-02-05 03:57:00,16.00,10.67,26.67,341196,3411960,6372335
3,5,0003,2024-01-19 00:00,2025-02-05 03:57:00,2025-02-05 03:58:22,48.66,32.44,81.09,862582,8625820,6372335
